id,file,content_class,style_class,content_label,style_label,content_eval_pos,style_eval_pos,content_test_idx,style_test_idx,pixel_std,edge_corr,style_gain,accepted
94,cc_0094_dog_x_car.png,dog,car,5,2,285,147,4500,2330,0.2201,0.6541,0.1163,True
95,cc_0095_dog_x_car.png,dog,car,5,2,256,137,4120,2115,0.3082,0.5438,0.067,True
96,cc_0096_dog_x_car.png,dog,car,5,2,275,126,4370,2029,0.3286,0.4554,0.0674,True
97,cc_0097_dog_x_car.png,dog,car,5,2,250,103,4005,1708,0.1627,0.2719,0.1301,False
98,cc_0098_dog_x_car.png,dog,car,5,2,290,144,4608,2206,0.2833,0.5525,0.0987,True
99,cc_0099_dog_x_car.png,dog,car,5,2,254,107,4087,1731,0.1777,0.5818,0.2047,True
100,cc_0100_ship_x_horse.png,ship,horse,8,6,412,337,6671,5360,0.1676,0.502,0.4305,True
101,cc_0101_ship_x_horse.png,ship,horse,8,6,414,348,6687,5575,0.2162,0.4804,0.1457,True
102,cc_0102_ship_x_horse.png,ship,horse,8,6,433,339,6912,5416,0.2437,0.6488,0.0913,True
103,cc_0103_ship_x_horse.png,ship,horse,8,6,425,308,6797,5086,0.3449,0.5885,0.0819,True
104,cc_0104_ship_x_horse.png,ship,horse,8,6,424,323,6789,5213,0.1728,0.5393,0.2184,True
105,cc_0105_ship_x_horse.png,ship,horse,8,6,446,322,7159,5212,0.2169,0.5493,0.0976,True
106,cc_0106_ship_x_horse.png,ship,horse,8,6,413,331,6674,5319,0.1828,0.33,0.2344,True
107,cc_0107_ship_x_horse.png,ship,horse,8,6,415,311,6719,5121,0.2213,0.4247,0.1322,True
108,cc_0108_ship_x_horse.png,ship,horse,8,6,439,334,7033,5335,0.1872,0.461,0.3279,True
109,cc_0109_ship_x_horse.png,ship,horse,8,6,402,335,6459,5342,0.2556,0.6589,0.0205,True
110,cc_0110_ship_x_horse.png,ship,horse,8,6,406,315,6482,5152,0.3121,0.4728,0.3413,True
111,cc_0111_ship_x_horse.png,ship,horse,8,6,416,307,6726,5021,0.2414,0.4139,0.2047,True
112,cc_0112_ship_x_horse.png,ship,horse,8,6,438,304,7008,4974,0.2588,0.8428,0.0781,True
113,cc_0113_ship_x_horse.png,ship,horse,8,6,445,312,7142,5125,0.2308,0.7744,0.0987,True
114,cc_0114_ship_x_horse.png,ship,horse,8,6,400,313,6412,5134,0.2502,0.5064,0.293,True
115,cc_0115_ship_x_horse.png,ship,horse,8,6,422,340,6778,5453,0.2227,0.49,0.4244,True
116,cc_0116_ship_x_horse.png,ship,horse,8,6,434,306,6937,4994,0.1575,0.5604,0.3017,True
117,cc_0117_ship_x_horse.png,ship,horse,8,6,437,330,7001,5289,0.2569,0.6974,0.1102,True
118,cc_0118_ship_x_horse.png,ship,horse,8,6,432,325,6909,5238,0.108,0.4241,0.3378,True
119,cc_0119_ship_x_horse.png,ship,horse,8,6,407,301,6543,4837,0.2318,0.5816,0.1836,True
120,cc_0120_ship_x_horse.png,ship,horse,8,6,405,343,6470,5489,0.2295,0.5168,0.1239,True
121,cc_0121_ship_x_horse.png,ship,horse,8,6,449,310,7188,5107,0.1576,0.5629,0.5224,True
122,cc_0122_ship_x_horse.png,ship,horse,8,6,444,326,7128,5240,0.2801,0.3729,0.3263,True
123,cc_0123_ship_x_horse.png,ship,horse,8,6,418,309,6730,5103,0.232,0.4908,0.183,True
124,cc_0124_ship_x_horse.png,ship,horse,8,6,435,329,6939,5282,0.2238,0.6598,0.1473,True
125,cc_0125_horse_x_ship.png,horse,ship,6,8,310,420,5107,6749,0.2332,0.5596,0.3881,True
126,cc_0126_horse_x_ship.png,horse,ship,6,8,301,424,4837,6789,0.2803,0.4962,-0.0511,False
127,cc_0127_horse_x_ship.png,horse,ship,6,8,329,431,5282,6896,0.3178,0.5389,0.1471,True
128,cc_0128_horse_x_ship.png,horse,ship,6,8,312,443,5125,7098,0.3104,0.4277,0.1088,True
129,cc_0129_horse_x_ship.png,horse,ship,6,8,302,408,4890,6563,0.2191,0.5188,0.217,True
130,cc_0130_horse_x_ship.png,horse,ship,6,8,348,403,5575,6460,0.3608,0.5509,0.1345,True
131,cc_0131_horse_x_ship.png,horse,ship,6,8,328,412,5269,6671,0.2147,0.5147,-0.0389,False
132,cc_0132_horse_x_ship.png,horse,ship,6,8,315,437,5152,7001,0.3702,0.4737,0.2172,True
133,cc_0133_horse_x_ship.png,horse,ship,6,8,304,432,4974,6909,0.282,0.6631,0.3295,True
134,cc_0134_horse_x_ship.png,horse,ship,6,8,338,439,5410,7033,0.1778,0.5159,0.2202,True
135,cc_0135_horse_x_ship.png,horse,ship,6,8,346,414,5540,6687,0.3181,0.6986,0.0811,True
136,cc_0136_horse_x_ship.png,horse,ship,6,8,313,440,5134,7058,0.2481,0.5358,0.1638,True
137,cc_0137_horse_x_ship.png,horse,ship,6,8,331,416,5319,6726,0.2043,0.3944,0.3642,True
138,cc_0138_horse_x_ship.png,horse,ship,6,8,318,444,5174,7128,0.3625,0.6719,0.2461,True
139,cc_0139_horse_x_ship.png,horse,ship,6,8,308,447,5086,7177,0.1923,0.6151,0.3048,True
140,cc_0140_horse_x_ship.png,horse,ship,6,8,334,411,5335,6636,0.1331,0.5468,0.1809,True
141,cc_0141_horse_x_ship.png,horse,ship,6,8,326,448,5240,7183,0.3188,0.6433,0.2975,True
142,cc_0142_horse_x_ship.png,horse,ship,6,8,349,438,5596,7008,0.11,0.5824,0.5753,True
143,cc_0143_horse_x_ship.png,horse,ship,6,8,341,421,5482,6775,0.3095,0.5652,0.1982,True
144,cc_0144_horse_x_ship.png,horse,ship,6,8,317,428,5165,6853,0.2452,0.4862,0.099,True
145,cc_0145_horse_x_ship.png,horse,ship,6,8,307,445,5021,7142,0.1842,0.6866,0.1901,True
146,cc_0146_horse_x_ship.png,horse,ship,6,8,339,430,5416,6863,0.1977,0.74,0.0764,True
147,cc_0147_horse_x_ship.png,horse,ship,6,8,336,425,5359,6797,0.2714,0.7454,0.1372,True
148,cc_0148_horse_x_ship.png,horse,ship,6,8,344,434,5515,6937,0.2115,0.4141,0.52,True
149,cc_0149_horse_x_ship.png,horse,ship,6,8,333,427,5328,6840,0.2502,0.464,0.461,True
150,cc_0150_truck_x_bird.png,truck,bird,9,1,466,94,7504,1496,0.1355,0.5587,0.427,True
151,cc_0151_truck_x_bird.png,truck,bird,9,1,461,74,7417,1199,0.1643,0.4403,0.2506,True
152,cc_0152_truck_x_bird.png,truck,bird,9,1,464,85,7478,1362,0.2173,0.5586,0.3125,True
153,cc_0153_truck_x_bird.png,truck,bird,9,1,462,80,7430,1256,0.2551,0.4368,0.0476,True
154,cc_0154_truck_x_bird.png,truck,bird,9,1,496,90,7961,1421,0.151,0.4283,0.1784,True
155,cc_0155_truck_x_bird.png,truck,bird,9,1,457,56,7334,906,0.184,0.3625,0.2311,True
156,cc_0156_truck_x_bird.png,truck,bird,9,1,475,95,7645,1509,0.1642,0.4815,0.2835,True
157,cc_0157_truck_x_bird.png,truck,bird,9,1,484,88,7811,1417,0.2676,0.744,-0.1047,False
158,cc_0158_truck_x_bird.png,truck,bird,9,1,494,92,7935,1454,0.2031,0.6422,0.0314,True
159,cc_0159_truck_x_bird.png,truck,bird,9,1,451,86,7239,1383,0.1903,0.5592,0.1915,True
160,cc_0160_truck_x_bird.png,truck,bird,9,1,458,99,7378,1591,0.1144,0.4392,0.2203,True
161,cc_0161_truck_x_bird.png,truck,bird,9,1,483,82,7802,1336,0.1093,0.2917,0.4758,False
162,cc_0162_truck_x_bird.png,truck,bird,9,1,477,53,7662,851,0.1845,0.4436,0.3306,True
163,cc_0163_truck_x_bird.png,truck,bird,9,1,476,64,7656,985,0.2493,0.268,0.4092,False
164,cc_0164_truck_x_bird.png,truck,bird,9,1,498,68,7979,1044,0.2056,0.5874,0.196,True
165,cc_0165_truck_x_bird.png,truck,bird,9,1,480,83,7752,1346,0.1953,0.5828,0.3065,True
166,cc_0166_truck_x_bird.png,truck,bird,9,1,495,97,7936,1526,0.1138,0.2977,0.3206,False
167,cc_0167_truck_x_bird.png,truck,bird,9,1,482,75,7786,1207,0.1694,0.7087,0.2447,True
168,cc_0168_truck_x_bird.png,truck,bird,9,1,485,60,7826,948,0.2195,0.7008,0.1542,True
169,cc_0169_truck_x_bird.png,truck,bird,9,1,470,93,7572,1474,0.2112,0.6387,0.1701,True
170,cc_0170_truck_x_bird.png,truck,bird,9,1,474,72,7642,1127,0.2262,0.3739,-0.0354,False
171,cc_0171_truck_x_bird.png,truck,bird,9,1,479,59,7688,947,0.23,0.4269,0.2955,True
172,cc_0172_truck_x_bird.png,truck,bird,9,1,497,57,7973,919,0.2316,0.6265,0.3375,True
173,cc_0173_truck_x_bird.png,truck,bird,9,1,456,76,7324,1226,0.1983,0.5498,0.0306,True
174,cc_0174_truck_x_bird.png,truck,bird,9,1,452,63,7244,984,0.171,0.3724,0.2548,True
175,cc_0175_bird_x_truck.png,bird,truck,1,9,74,472,1199,7595,0.2668,0.5295,0.2765,True
176,cc_0176_bird_x_truck.png,bird,truck,1,9,76,464,1226,7478,0.2456,0.6577,-0.0215,False
177,cc_0177_bird_x_truck.png,bird,truck,1,9,65,494,1002,7935,0.2278,0.784,0.0092,True
178,cc_0178_bird_x_truck.png,bird,truck,1,9,66,450,1032,7209,0.3221,0.5328,0.1566,True
179,cc_0179_bird_x_truck.png,bird,truck,1,9,68,489,1044,7847,0.3109,0.7331,0.1009,True
180,cc_0180_bird_x_truck.png,bird,truck,1,9,81,482,1260,7786,0.2113,0.5373,0.0509,True
181,cc_0181_bird_x_truck.png,bird,truck,1,9,84,465,1351,7481,0.2702,0.5341,0.4564,True
182,cc_0182_bird_x_truck.png,bird,truck,1,9,86,480,1383,7752,0.2544,0.595,0.1776,True
183,cc_0183_bird_x_truck.png,bird,truck,1,9,82,451,1336,7239,0.1728,0.5428,0.6315,True
184,cc_0184_bird_x_truck.png,bird,truck,1,9,70,458,1103,7378,0.2232,0.353,0.2378,True
185,cc_0185_bird_x_truck.png,bird,truck,1,9,64,481,985,7757,0.2499,0.6961,0.1988,True
186,cc_0186_bird_x_truck.png,bird,truck,1,9,98,484,1571,7811,0.2732,0.7697,0.3388,True
187,cc_0187_bird_x_truck.png,bird,truck,1,9,73,457,1130,7334,0.2426,0.5105,0.115,True
188,cc_0188_bird_x_truck.png,bird,truck,1,9,72,483,1127,7802,0.2937,0.4568,0.1682,True
189,cc_0189_bird_x_truck.png,bird,truck,1,9,51,456,838,7324,0.2468,0.6697,0.1868,True
190,cc_0190_bird_x_truck.png,bird,truck,1,9,55,488,859,7843,0.3347,0.4694,0.1193,True
191,cc_0191_bird_x_truck.png,bird,truck,1,9,89,453,1420,7267,0.2028,0.4489,0.2042,True
192,cc_0192_bird_x_truck.png,bird,truck,1,9,61,486,970,7827,0.3271,0.553,-0.0332,False
193,cc_0193_bird_x_truck.png,bird,truck,1,9,57,491,919,7871,0.2314,0.7122,0.1072,True
194,cc_0194_bird_x_truck.png,bird,truck,1,9,62,471,971,7576,0.2396,0.5152,0.0937,True
195,cc_0195_bird_x_truck.png,bird,truck,1,9,60,469,948,7568,0.2508,0.6272,0.1836,True
196,cc_0196_bird_x_truck.png,bird,truck,1,9,80,468,1256,7563,0.2359,0.3863,0.1229,True
197,cc_0197_bird_x_truck.png,bird,truck,1,9,58,499,932,7980,0.2884,0.6921,0.2127,True
198,cc_0198_bird_x_truck.png,bird,truck,1,9,99,495,1591,7936,0.2144,0.4904,0.1579,True
199,cc_0199_bird_x_truck.png,bird,truck,1,9,52,474,845,7642,0.2445,0.6243,0.0216,True
200,cc_0200_deer_x_monkey.png,deer,monkey,4,7,246,395,3956,6336,0.208,0.8223,0.0731,True
201,cc_0201_deer_x_monkey.png,deer,monkey,4,7,238,353,3789,5676,0.2614,0.5474,0.0091,True
202,cc_0202_deer_x_monkey.png,deer,monkey,4,7,214,385,3425,6173,0.2224,0.3713,0.1541,True
203,cc_0203_deer_x_monkey.png,deer,monkey,4,7,218,368,3476,5881,0.1678,0.703,0.0435,True
204,cc_0204_deer_x_monkey.png,deer,monkey,4,7,223,366,3519,5828,0.1908,0.5684,0.1649,True
205,cc_0205_deer_x_monkey.png,deer,monkey,4,7,207,394,3342,6319,0.1728,0.6713,0.2026,True
206,cc_0206_deer_x_monkey.png,deer,monkey,4,7,221,379,3506,6047,0.3012,0.7334,0.2204,True
207,cc_0207_deer_x_monkey.png,deer,monkey,4,7,200,350,3217,5609,0.1554,0.6815,0.1407,True
208,cc_0208_deer_x_monkey.png,deer,monkey,4,7,212,382,3410,6131,0.2585,0.6302,0.1669,True
209,cc_0209_deer_x_monkey.png,deer,monkey,4,7,237,372,3772,5958,0.2403,0.6581,0.1115,True
210,cc_0210_deer_x_monkey.png,deer,monkey,4,7,208,392,3343,6305,0.2955,0.4155,0.5186,True
211,cc_0211_deer_x_monkey.png,deer,monkey,4,7,229,356,3664,5704,0.2441,0.6665,0.4446,True
212,cc_0212_deer_x_monkey.png,deer,monkey,4,7,241,399,3834,6380,0.1826,0.4861,0.1519,True
213,cc_0213_deer_x_monkey.png,deer,monkey,4,7,203,380,3275,6053,0.1807,0.5916,0.1642,True
214,cc_0214_deer_x_monkey.png,deer,monkey,4,7,220,365,3503,5821,0.1319,0.6259,0.2583,True
215,cc_0215_deer_x_monkey.png,deer,monkey,4,7,226,351,3625,5623,0.2159,0.4843,0.228,True
216,cc_0216_deer_x_monkey.png,deer,monkey,4,7,204,371,3292,5918,0.2528,0.6112,0.2947,True
217,cc_0217_deer_x_monkey.png,deer,monkey,4,7,206,360,3316,5737,0.1909,0.5946,0.0417,True
218,cc_0218_deer_x_monkey.png,deer,monkey,4,7,244,359,3864,5730,0.2717,0.5434,0.1417,True
219,cc_0219_deer_x_monkey.png,deer,monkey,4,7,249,376,3984,6015,0.2097,0.4065,0.4792,True
220,cc_0220_deer_x_monkey.png,deer,monkey,4,7,219,391,3492,6291,0.2513,0.7066,-0.0417,False
221,cc_0221_deer_x_monkey.png,deer,monkey,4,7,224,364,3536,5796,0.281,0.5869,0.1762,True
222,cc_0222_deer_x_monkey.png,deer,monkey,4,7,210,390,3371,6279,0.2139,0.6537,0.2699,True
223,cc_0223_deer_x_monkey.png,deer,monkey,4,7,215,374,3433,5968,0.2591,0.4721,0.2564,True
224,cc_0224_deer_x_monkey.png,deer,monkey,4,7,209,397,3361,6348,0.2419,0.6955,0.0082,True
225,cc_0225_monkey_x_deer.png,monkey,deer,7,4,393,238,6313,3789,0.238,0.5313,0.209,True
226,cc_0226_monkey_x_deer.png,monkey,deer,7,4,374,221,5968,3506,0.1697,0.6122,0.1071,True
227,cc_0227_monkey_x_deer.png,monkey,deer,7,4,378,239,6045,3806,0.2126,0.5253,0.0809,True
228,cc_0228_monkey_x_deer.png,monkey,deer,7,4,370,247,5907,3958,0.24,0.6628,0.0308,True
229,cc_0229_monkey_x_deer.png,monkey,deer,7,4,382,232,6131,3737,0.1905,0.3767,0.264,True
230,cc_0230_monkey_x_deer.png,monkey,deer,7,4,360,219,5737,3492,0.2568,0.6923,0.1144,True
231,cc_0231_monkey_x_deer.png,monkey,deer,7,4,358,210,5727,3371,0.077,0.5884,0.2316,True
232,cc_0232_monkey_x_deer.png,monkey,deer,7,4,364,212,5796,3410,0.2257,0.548,0.0387,True
233,cc_0233_monkey_x_deer.png,monkey,deer,7,4,397,240,6348,3830,0.1932,0.5978,0.0533,True
234,cc_0234_monkey_x_deer.png,monkey,deer,7,4,389,213,6267,3418,0.2207,0.3535,0.1371,True
235,cc_0235_monkey_x_deer.png,monkey,deer,7,4,383,223,6147,3519,0.1872,0.6902,0.1343,True
236,cc_0236_monkey_x_deer.png,monkey,deer,7,4,353,235,5676,3762,0.1646,0.4486,0.1706,True
237,cc_0237_monkey_x_deer.png,monkey,deer,7,4,385,226,6173,3625,0.1402,0.7007,0.2219,True
238,cc_0238_monkey_x_deer.png,monkey,deer,7,4,390,215,6279,3433,0.1472,0.6429,0.2301,True
239,cc_0239_monkey_x_deer.png,monkey,deer,7,4,380,236,6053,3768,0.1995,0.7507,0.1317,True
240,cc_0240_monkey_x_deer.png,monkey,deer,7,4,354,216,5683,3437,0.1428,0.6163,0.2953,True
241,cc_0241_monkey_x_deer.png,monkey,deer,7,4,375,234,5995,3757,0.1838,0.6852,0.0813,True
242,cc_0242_monkey_x_deer.png,monkey,deer,7,4,359,201,5730,3255,0.2082,0.6516,0.1392,True
243,cc_0243_monkey_x_deer.png,monkey,deer,7,4,373,230,5961,3691,0.1847,0.7263,0.1716,True
244,cc_0244_monkey_x_deer.png,monkey,deer,7,4,365,203,5821,3275,0.2131,0.6243,0.2058,True
245,cc_0245_monkey_x_deer.png,monkey,deer,7,4,394,209,6319,3361,0.2094,0.7742,0.1428,True
246,cc_0246_monkey_x_deer.png,monkey,deer,7,4,381,241,6105,3834,0.2559,0.4511,0.1555,True
247,cc_0247_monkey_x_deer.png,monkey,deer,7,4,351,237,5623,3772,0.2359,0.5766,0.0212,True
248,cc_0248_monkey_x_deer.png,monkey,deer,7,4,372,205,5958,3315,0.2382,0.5422,0.1582,True
249,cc_0249_monkey_x_deer.png,monkey,deer,7,4,386,218,6231,3476,0.1991,0.7425,0.0923,True
250,cc_0250_bird_x_cat.png,bird,cat,1,3,78,164,1230,2646,0.1916,0.5027,0.8569,True
251,cc_0251_bird_x_cat.png,bird,cat,1,3,83,168,1346,2721,0.1836,0.5191,0.4336,True
